RH_avg,RR,ss,ff_x,flood,TempRangeCategory,month
86.0,1.4,2.2,4.0,0,1,2
79.0,0.0,5.3,3.0,0,1,2
84.0,16.6,8.2,4.0,1,1,2
86.0,4.0,6.7,3.0,1,1,2
85.0,32.0,2.5,4.0,0,1,2
86.0,0.6,4.8,3.0,0,1,2
85.0,1.4,2.4,3.0,0,1,3
84.0,3.6,5.4,3.0,0,1,3
90.0,1.4,2.9,3.0,0,1,3
85.0,27.7,4.2,3.0,1,1,3
85.0,1.4,2.4,3.0,0,1,3
85.0,3.0,1.0,5.0,0,1,3
87.0,0.1,5.7,6.0,0,1,3
89.0,34.2,2.8,5.0,0,1,3
85.0,16.1,4.1,4.0,0,1,3
83.0,1.4,5.0,4.0,1,1,3
87.0,5.3,6.4,5.0,0,1,3
85.0,26.2,1.3,4.0,0,1,3
88.0,1.4,0.0,3.0,0,1,3
86.0,1.4,5.7,4.0,0,1,3
74.0,12.0,7.9,4.0,0,2,3
82.0,1.4,4.9,3.0,0,2,3
88.0,14.1,1.4,2.0,0,1,3
80.0,2.3,6.6,4.0,0,2,3
80.0,3.4,5.0,3.0,0,1,3
84.0,13.0,5.5,5.0,0,2,3
83.0,36.8,1.3,5.0,0,1,3
84.0,1.4,2.3,3.0,0,1,3
80.0,9.6,5.0,3.0,0,1,3
87.0,1.4,0.3,5.0,0,1,3
488.0,1.4,4.5,6.0,0,2,3
83.0,10.5,5.8,4.0,0,1,3
80.0,1.4,1.8,3.0,0,1,3
84.0,1.4,4.8,3.0,0,1,3
80.0,2.0,6.2,4.0,0,2,3
78.0,9.0,7.2,4.0,0,2,3
77.0,1.4,8.0,5.0,0,1,3
78.0,1.4,5.6,5.0,0,1,4
81.0,1.4,4.3,4.0,0,1,4
80.0,0.2,5.8,4.0,0,1,4
79.0,6.5,7.3,4.0,0,2,4
76.0,1.4,3.7,4.0,0,2,4
76.0,19.3,4.8,3.0,0,2,4
76.0,1.4,7.6,4.0,0,1,4
82.0,10.2,3.8,4.0,0,1,4
82.0,20.2,2.6,3.0,0,1,4
73.0,1.5,6.4,4.0,0,2,4
77.0,1.4,7.0,6.0,0,1,4
73.0,1.4,3.9,3.0,0,1,4
77.0,1.4,7.2,4.0,0,1,4
80.0,1.4,2.6,3.0,0,1,4
81.0,1.4,3.5,3.0,0,1,4
79.0,13.9,3.3,3.0,0,2,4
84.0,31.2,2.5,3.0,0,1,4
88.0,1.4,2.6,3.0,0,1,4
84.0,5.6,1.8,3.0,0,1,4
87.0,1.4,3.0,3.0,0,1,4
84.0,62.6,3.5,3.0,0,1,4
85.0,0.4,3.4,3.0,1,1,4
92.0,86.3,0.0,2.0,0,1,4
88.0,10.2,0.0,5.0,0,1,4
94.0,2.0,0.0,3.0,0,0,4
91.0,3.5,0.5,3.0,0,1,4
81.0,2.8,7.2,4.0,0,1,4
80.0,7.0,3.4,3.0,0,1,4
73.0,1.4,2.5,3.0,0,1,4
77.0,20.2,7.7,5.0,0,2,4
71.0,1.4,7.8,4.0,0,1,5
71.0,1.4,5.5,3.0,0,1,5
76.0,1.4,3.7,3.0,1,1,5
81.0,1.4,2.2,3.0,0,1,5
77.0,1.4,3.9,3.0,0,1,5
70.0,1.4,6.9,5.0,0,1,5
71.0,1.4,7.6,4.0,0,1,5
74.0,1.4,6.8,3.0,0,2,5
71.0,1.4,7.7,4.0,0,1,5
66.0,1.4,5.0,4.0,0,1,5
71.0,1.4,6.2,4.0,0,1,5
71.0,1.4,7.5,3.0,0,1,5
74.0,1.4,5.8,3.0,0,1,5
68.0,1.4,3.8,3.0,0,1,5
73.0,1.4,4.0,5.0,0,1,5
74.0,1.4,1.5,5.0,0,1,5
76.0,1.4,0.0,3.0,0,1,5
80.0,1.4,4.4,3.0,0,1,5
87.0,1.4,2.1,4.0,0,1,5
82.0,1.4,1.0,3.0,1,1,5
82.0,21.9,2.2,4.0,1,1,5
74.0,1.4,5.9,4.0,0,1,5
79.0,0.4,0.2,3.0,0,1,5
78.0,7.0,5.5,4.0,0,1,5
83.0,1.4,0.0,2.0,0,1,5
77.0,1.4,3.5,3.0,0,1,5
86.0,1.4,2.6,3.0,0,1,5
86.0,45.8,4.7,3.0,0,1,5
77.0,3.6,6.9,3.0,0,1,5
78.0,1.4,2.6,3.0,0,1,5
75.0,1.4,3.7,3.0,0,1,5
70.0,1.4,8.0,4.0,0,1,6
77.0,1.4,3.4,3.0,0,1,6
78.0,2.0,1.0,3.0,0,1,6
77.0,1.4,0.0,3.0,0,1,6
78.0,1.4,5.5,4.0,0,1,6
77.0,1.4,5.7,3.0,0,1,6
78.0,1.4,2.9,3.0,0,1,6
78.0,1.4,0.0,3.0,0,1,6
77.0,1.4,4.3,3.0,0,1,6
79.0,1.4,3.2,3.0,0,1,6
72.0,1.4,5.0,3.0,0,1,6
80.0,1.4,1.4,4.0,0,1,6
78.0,26.5,3.1,3.0,0,1,6
75.0,7.3,5.7,3.0,0,1,6
81.0,3.2,1.5,3.0,0,1,6
77.0,0.2,4.6,3.0,0,1,6
72.0,1.4,3.0,6.0,0,1,6
71.0,1.4,4.9,4.0,0,1,6
68.0,1.4,4.4,3.0,0,1,6
67.0,1.4,2.8,5.0,0,1,6
68.0,1.4,2.4,5.0,0,1,6
74.0,1.4,2.2,4.0,0,1,6
71.0,1.4,1.4,3.0,0,1,6
80.0,7.4,2.8,4.0,0,1,6
90.0,5.0,0.0,2.0,1,0,6
85.0,6.8,0.0,3.0,0,1,6
75.0,21.2,2.7,3.0,0,1,6
80.0,1.4,3.8,4.0,0,1,6
82.0,1.4,0.3,3.0,0,1,6
75.0,1.4,5.1,4.0,0,1,6
74.0,1.4,5.5,4.0,0,1,7
75.0,1.4,6.9,4.0,0,1,7
75.0,1.4,6.7,3.0,0,1,7
71.0,1.4,3.6,3.0,0,1,7
68.0,1.4,6.4,4.0,0,1,7
64.0,1.4,8.0,4.0,0,2,7
60.0,1.4,7.5,4.0,0,2,7
67.0,1.4,6.7,3.0,0,2,7
69.0,1.4,6.6,3.0,0,1,7
71.0,1.4,1.5,2.0,0,1,7
71.0,1.4,4.9,3.0,0,1,7
65.0,1.4,5.0,3.0,0,1,7
69.0,1.4,4.3,4.0,0,1,7
71.0,1.4,4.8,3.0,0,1,7
64.0,1.4,8.0,3.0,0,1,7
62.0,1.4,5.7,3.0,0,1,7
66.0,1.4,3.0,5.0,0,1,7
68.0,1.4,7.4,4.0,0,1,7
70.0,1.4,1.8,3.0,0,1,7
74.0,1.4,1.4,3.0,0,1,7
70.0,1.4,4.2,3.0,0,1,7
72.0,1.4,4.8,3.0,0,2,7
74.0,1.5,4.0,3.0,0,1,7
75.0,1.4,5.5,3.0,0,1,7
74.0,1.4,6.7,3.0,0,1,7
68.0,1.4,8.0,3.0,0,1,7
68.0,1.4,8.0,5.0,0,1,7
69.0,1.4,6.5,3.0,0,1,7
69.0,1.4,6.5,3.0,0,1,7
70.0,1.4,6.1,4.0,0,1,7
71.0,1.4,6.1,3.0,0,1,7
71.0,1.4,2.5,3.0,0,1,8
65.0,3.8,6.0,3.0,0,1,8
64.0,1.4,7.0,4.0,0,1,8
62.0,1.4,6.6,3.0,0,1,8
62.0,1.4,7.4,4.0,0,1,8
60.0,1.4,6.8,3.0,0,1,8
63.0,1.4,1.7,3.0,0,1,8
69.0,1.4,2.1,4.0,0,1,8
72.0,1.4,5.1,3.0,0,1,8
70.0,1.4,5.6,4.0,0,1,8
68.0,1.0,3.8,3.0,0,1,8
70.0,1.4,3.8,3.0,0,1,8
72.0,1.4,6.1,4.0,0,1,8
74.0,1.4,4.5,3.0,0,1,8
66.0,1.4,6.7,3.0,0,1,8
68.0,1.4,5.6,3.0,0,1,8
68.0,1.4,7.0,3.0,0,1,8
65.0,1.4,6.8,4.0,0,1,8
62.0,1.4,8.0,4.0,0,2,8
68.0,1.4,5.6,3.0,0,2,8
68.0,1.4,5.0,3.0,0,1,8
68.0,1.4,5.7,3.0,0,2,8
71.0,1.4,5.0,3.0,0,1,8
68.0,1.4,3.4,4.0,0,1,8
70.0,1.4,3.9,3.0,0,1,8
68.0,1.4,5.0,3.0,0,1,8
69.0,1.4,7.0,3.0,0,1,8
68.0,1.4,5.7,3.0,0,1,8
73.0,0.2,3.2,3.0,0,1,8
68.0,1.4,6.6,4.0,0,1,8
68.0,1.4,6.3,4.0,0,1,8
74.0,2.6,4.2,4.0,0,2,9
80.0,1.4,2.3,5.0,0,1,9
71.0,43.5,7.0,4.0,0,2,9
62.0,0.5,7.7,3.0,0,2,9
64.0,1.4,3.2,3.0,0,1,9
63.0,1.4,3.5,6.0,0,2,9
68.0,1.4,6.7,4.0,0,1,9
70.0,1.4,6.4,4.0,0,1,9
60.0,1.4,6.5,5.0,0,2,9
58.0,1.4,8.0,6.0,0,2,9
62.0,1.4,7.0,3.0,0,1,9
62.0,1.4,7.7,4.0,0,1,9
66.0,1.4,4.9,3.0,0,1,9
63.0,1.4,7.3,4.0,0,2,9
70.0,1.4,7.9,4.0,0,1,9
58.0,1.4,7.7,5.0,0,1,9
55.0,1.4,7.9,5.0,0,2,9
58.0,1.4,6.2,5.0,0,1,9
34.0,1.4,0.2,3.0,0,1,9
74.0,1.4,0.8,4.0,0,1,9
76.0,1.4,0.0,2.0,0,1,9
68.0,1.4,8.0,4.0,0,2,9
70.0,1.4,6.7,3.0,0,1,9
70.0,1.4,6.8,4.0,0,1,9
68.0,1.4,7.0,4.0,0,1,9
69.0,1.4,4.4,3.0,0,1,9
75.0,9.0,6.2,3.0,0,1,9
65.0,0.5,8.0,4.0,0,1,9
63.0,1.4,6.5,3.0,0,1,9
64.0,1.4,7.4,3.0,0,1,9
68.0,1.4,7.2,3.0,0,1,10
71.0,1.4,5.9,3.0,0,1,10
72.0,1.4,4.0,4.0,0,1,10
72.0,1.4,6.8,4.0,0,1,10
68.0,0.3,6.2,3.0,0,1,10
69.0,1.4,5.4,4.0,0,1,10
59.0,1.4,6.9,6.0,0,1,10
60.0,1.4,7.8,5.0,0,2,10
54.0,1.4,6.6,4.0,0,1,10
66.0,1.4,7.8,3.0,0,1,10
66.0,1.4,6.6,4.0,0,1,10
70.0,1.4,6.6,4.0,0,1,10
67.0,1.4,2.4,4.0,0,1,10
66.0,1.4,5.8,4.0,0,1,10
68.0,1.4,5.5,3.0,0,1,10
72.0,1.4,5.4,4.0,0,1,10
69.0,1.4,2.5,3.0,0,1,10
67.0,1.4,3.4,4.0,0,1,10
70.0,8.3,3.1,4.0,0,2,10
74.0,1.4,4.2,3.0,0,1,10
69.0,0.5,7.5,5.0,0,2,10
72.0,1.4,8.0,3.0,0,1,10
82.0,27.0,2.8,4.0,0,1,10
70.0,10.5,7.0,3.0,0,1,10
71.0,0.4,7.8,3.0,0,1,10
71.0,1.4,6.6,3.0,0,1,10
79.0,19.1,2.3,4.0,0,1,10
80.0,26.7,4.8,3.0,0,1,10
80.0,21.2,4.3,3.0,0,1,10
76.0,1.4,2.4,3.0,0,1,10
71.0,1.4,4.2,2.0,0,1,10
73.0,1.4,3.6,4.0,0,1,11
72.0,1.2,1.9,4.0,0,1,11
76.0,1.4,1.6,4.0,0,1,11
75.0,1.3,2.2,3.0,0,1,11
74.0,1.4,0.4,3.0,0,1,11
81.0,1.4,3.1,4.0,0,1,11
84.0,6.1,1.0,3.0,0,1,11
83.0,12.5,0.0,3.0,0,1,11
90.0,1.5,0.0,3.0,1,0,11
84.0,7.6,3.8,2.0,0,1,11
84.0,0.3,3.0,4.0,0,1,11
85.0,1.1,0.2,3.0,1,1,11
84.0,0.2,1.9,3.0,0,1,11
75.0,2.8,3.5,5.0,0,1,11
69.0,1.4,5.5,4.0,0,1,11
65.0,0.2,6.9,4.0,0,2,11
70.0,1.4,6.7,4.0,0,2,11
80.0,1.4,1.3,3.0,0,1,11
74.0,4.7,4.8,3.0,0,1,11
75.0,1.4,1.8,3.0,0,1,11
76.0,1.4,4.1,6.0,0,1,11
74.0,1.4,7.0,4.0,0,2,11
80.0,1.4,5.9,4.0,0,1,11
81.0,57.6,3.4,3.0,0,1,11
83.0,0.4,2.6,5.0,0,0,11
82.0,6.2,3.4,3.0,0,1,11
81.0,1.4,1.9,4.0,0,1,11
89.0,65.4,0.6,3.0,1,1,11
83.0,0.7,1.2,3.0,0,1,11
79.0,1.4,2.0,2.0,0,1,12
75.0,1.4,0.1,3.0,0,1,12
90.0,1.0,3.6,4.0,0,0,12
85.0,18.9,0.0,3.0,1,1,12
83.0,21.0,1.4,3.0,0,1,12
84.0,0.4,4.4,3.0,0,1,12
78.0,2.0,5.4,2.0,0,1,12
81.0,0.8,4.7,3.0,0,1,12
84.0,1.4,3.3,3.0,0,1,12
93.0,9.8,0.0,3.0,1,1,12
88.0,18.8,4.0,4.0,1,1,12
87.0,84.0,7.6,2.0,1,1,12
84.0,33.2,4.1,3.0,1,1,12
79.0,4.5,8.9,8.0,0,2,12
80.0,1.4,7.7,5.0,0,1,12
76.0,1.4,4.7,6.0,0,1,12
69.0,1.4,5.2,4.0,0,1,12
75.0,1.4,6.4,6.0,0,1,12
82.0,0.2,6.6,4.0,0,1,12
76.0,2.0,5.8,5.0,0,1,12
72.0,1.4,9.2,4.0,0,1,12
78.0,1.4,6.1,3.0,0,1,12
80.0,1.4,0.9,6.0,0,1,12
77.0,1.4,0.3,6.0,0,1,12
83.0,1.4,5.8,6.0,0,1,12
87.0,1.1,1.2,4.0,0,1,12
79.0,1.4,0.7,6.0,0,1,12
76.0,1.4,5.2,5.0,0,1,12
76.0,1.4,9.4,6.0,0,2,12
73.0,1.4,7.1,6.0,0,1,12
76.90393222506394,1.4,7.6,5.0,0,1,12
88.0,16.1,2.1,4.0,0,1,1
81.0,1.0,0.1,5.0,0,2,1
76.0,4.5,4.9,6.0,0,2,1
73.0,1.4,8.4,6.0,0,2,1
76.0,1.4,9.7,3.0,0,2,1
79.0,46.0,5.9,3.0,0,2,1
78.0,1.4,10.2,4.0,0,2,1
84.0,1.4,7.9,3.0,0,1,1
84.0,3.5,6.0,4.0,0,1,1
86.0,16.6,5.3,3.0,0,1,1
81.0,1.1,5.008160031689443,4.0,0,1,1
80.0,1.4,6.1,4.0,0,1,1
86.0,0.5,7.5,3.0,1,1,1
88.0,30.2,2.9,3.0,0,1,1
84.0,1.4,1.0,5.0,0,1,1
89.0,1.4,2.7,4.0,0,0,1
86.0,7.1,0.0,5.0,0,1,1
86.0,2.0,5.4,4.0,0,1,1
86.0,0.8,0.0,3.0,0,0,1
82.0,2.6,0.4,3.0,0,1,1
92.0,1.4,3.2,5.0,0,0,1
94.0,45.3,0.0,3.0,1,0,1
90.0,24.0,0.0,3.0,0,0,1
83.0,1.4,1.9,6.0,0,1,1
90.0,26.4,7.1,4.0,0,0,1
87.0,19.2,1.3,4.0,0,1,1
90.0,7.5,6.9,4.0,0,1,1
88.0,2.9,0.0,4.0,0,0,1
85.0,0.2,0.1,5.0,0,1,1
85.0,24.5,6.4,4.0,0,1,1
86.0,1.4,4.8,5.0,0,1,1
90.0,1.4,3.1,4.0,0,1,2
87.0,32.4,4.6,4.0,0,1,2
84.0,1.4,5.6,4.0,0,1,2
85.0,1.3,7.0,4.0,0,1,2
88.0,15.0,6.6,4.0,0,1,2
86.0,6.4,3.7,5.0,0,1,2
81.0,1.4,7.9,4.0,0,1,2
83.0,1.4,7.0,4.0,0,1,2
86.0,1.4,5.008160031689443,3.0,0,1,2
82.0,1.4,4.4,5.0,0,1,2
84.0,3.0,6.4,4.0,1,1,2
85.0,2.5,5.1,4.0,1,1,2
83.0,1.4,6.3,3.0,0,1,2
80.0,0.0,0.9,4.0,0,1,2
82.0,1.4,6.3,3.0,0,1,2
84.0,1.4,1.4,3.0,1,1,2
84.0,77.4,1.3,4.0,1,1,2
80.0,1.4,6.6,3.0,0,1,2
81.0,1.4,3.2,3.0,1,1,2
84.0,0.0,3.4,3.0,1,1,2
87.0,1.3,1.4,3.0,0,0,2
89.0,5.7,2.8,4.0,0,1,2
86.0,3.8,4.8,4.0,0,2,2
85.0,8.2,6.7,5.0,0,1,2
83.0,1.4,6.3,4.0,0,1,2
80.0,1.8,4.6,4.0,1,1,2
79.0,1.4,6.8,4.0,0,1,2
81.0,1.4,7.3,4.0,0,1,2
87.0,1.4,5.6,3.0,0,1,3
86.0,4.1,2.9,3.0,1,1,3
90.0,22.2,2.9,5.0,0,1,3
82.0,5.0,1.3,4.0,0,2,3
87.0,27.5,8.0,3.0,0,1,3
91.0,15.5,3.9,3.0,0,1,3
84.0,3.1,0.0,3.0,0,1,3
77.0,1.4,0.9,3.0,0,2,3
81.0,1.4,7.3,6.0,0,1,3
78.0,1.4,3.4,5.0,0,1,3
85.0,1.4,2.5,3.0,0,1,3
82.0,1.4,3.7,3.0,0,1,3
83.0,6.2,2.7,3.0,0,1,3
83.0,7.5,2.0,3.0,0,1,3
82.0,1.4,4.0,5.0,0,2,3
81.0,0.8,7.1,5.0,0,1,3
81.0,1.4,3.3,4.0,0,1,3
84.0,1.4,1.3,4.0,0,1,3
86.0,1.6,3.9,7.0,0,1,3
83.0,1.4,1.1,4.0,0,1,3
84.0,1.4,7.4,4.0,0,2,3
85.0,31.6,4.3,5.0,0,1,3
82.0,1.4,6.4,5.0,0,2,3
81.0,1.4,6.4,4.0,0,1,3
83.0,1.4,2.3,4.0,0,1,3
82.0,0.5,5.0,5.0,0,1,3
86.0,19.0,6.0,4.0,0,1,3
80.0,0.7,4.4,4.0,0,1,3
77.0,1.4,4.1,4.0,0,1,3
75.0,1.4,9.0,3.0,0,1,3
80.0,1.4,3.6,3.0,1,1,3
82.0,7.5,3.4,3.0,0,1,4
84.0,47.4,6.1,4.0,1,2,4
84.0,5.4,5.6,3.0,0,1,4
78.0,5.2,7.9,3.0,0,1,4
83.0,19.6,7.2,4.0,0,1,4
84.0,0.8,4.5,12.0,0,1,4
88.0,44.3,4.4,4.0,0,2,4
86.0,38.5,6.6,3.0,0,1,4
82.0,0.0,6.2,3.0,0,1,4
84.0,1.4,5.5,3.0,0,1,4
80.0,1.4,6.3,6.0,0,1,4
82.0,1.4,8.8,3.0,0,1,4
81.0,3.7,2.0,4.0,0,1,4
77.0,1.3,5.8,3.0,0,1,4
83.0,1.4,9.2,3.0,0,1,4
82.0,1.0,3.7,2.0,1,1,4
80.0,19.0,6.3,3.0,0,1,4
80.0,0.0,8.7,4.0,0,1,4
83.0,1.4,7.4,3.0,0,1,4
88.0,8.7,4.7,2.0,0,1,4
78.0,1.4,3.2,4.0,0,2,4
74.0,1.4,4.8,5.0,0,2,4
70.0,1.4,9.1,4.0,0,2,4
90.0,1.4,7.1,4.0,1,0,4
79.0,49.6,0.0,3.0,0,1,4
88.0,13.2,7.6,4.0,1,1,4
90.0,46.7,5.6,4.0,1,1,4
88.0,49.6,5.008160031689443,3.0,0,1,4
89.0,0.2,6.4,3.0,0,1,4
89.0,20.7,2.8,5.0,1,1,4
79.0,2.7,4.2,6.0,0,1,5
79.0,1.4,5.1,4.0,0,2,5
78.0,0.0,8.7,3.0,0,1,5
82.0,1.4,6.4,4.0,1,1,5
79.0,22.2,9.3,4.0,0,1,5
80.0,2.2,7.4,3.0,1,1,5
83.0,1.4,2.9,3.0,0,1,5
85.0,23.0,6.0,3.0,0,1,5
88.0,1.3,5.1,3.0,0,1,5
87.0,73.4,5.6,4.0,0,1,5
81.0,17.8,3.5,3.0,0,1,5
80.0,0.0,5.9,3.0,0,1,5
78.0,1.4,5.4,3.0,0,1,5
75.0,1.4,6.7,4.0,0,1,5
78.0,1.4,7.6,3.0,0,1,5
85.0,2.1,4.4,3.0,0,1,5
82.0,25.9,4.0,3.0,0,1,5
74.0,2.5,5.6,4.0,0,1,5
76.0,1.4,6.6,3.0,0,1,5
78.0,1.4,5.8,3.0,0,1,5
74.0,0.0,4.8,3.0,0,1,5
74.0,1.4,7.9,3.0,0,1,5
69.0,1.4,9.1,4.0,0,1,5
68.0,0.0,9.4,5.0,0,1,5
73.0,1.4,9.7,2.0,0,1,5
72.0,1.4,8.6,3.0,0,1,5
72.0,1.4,8.6,3.0,0,1,5
71.0,1.4,6.1,4.0,0,1,5
74.0,0.0,9.0,4.0,0,1,5
76.0,0.0,9.5,5.0,1,1,5
74.0,1.4,8.2,4.0,0,1,5
73.0,1.4,9.4,3.0,0,1,6
82.0,1.4,6.8,4.0,0,1,6
77.0,6.1,4.0,2.0,0,1,6
72.0,1.4,1.9,4.0,0,1,6
72.0,0.0,6.2,4.0,0,1,6
73.0,1.4,9.3,4.0,0,1,6
78.0,1.4,6.6,3.0,0,1,6
79.0,31.6,6.2,3.0,0,1,6
82.0,39.4,7.5,3.0,0,1,6
80.0,1.4,8.1,2.0,0,2,6
77.0,4.8,3.4,3.0,0,1,6
76.0,1.4,7.6,2.0,0,1,6
80.0,1.4,9.3,3.0,0,1,6
83.0,0.0,2.5,4.0,0,1,6
81.0,16.5,4.5,4.0,0,1,6
81.0,1.4,7.4,3.0,0,1,6
79.0,6.8,0.9,3.0,0,1,6
73.0,1.4,4.1,4.0,0,1,6
70.0,1.4,5.6,4.0,0,2,6
71.0,0.0,9.9,4.0,0,1,6
74.0,1.4,7.0,3.0,0,1,6
73.0,1.4,0.9,3.0,0,1,6
73.0,0.0,1.9,3.0,0,1,6
71.0,1.4,6.2,2.0,0,1,6
69.0,1.4,1.7,4.0,0,2,6
73.0,0.0,5.6,3.0,0,1,6
68.0,1.4,8.1,3.0,0,2,6
72.0,1.4,10.0,3.0,0,2,6
67.0,0.0,1.0,3.0,0,1,6
69.0,1.4,9.7,3.0,0,1,6
71.0,0.0,9.6,3.0,0,2,7
69.0,1.4,9.3,3.0,0,1,7
70.0,0.0,10.0,4.0,0,1,7
80.0,1.4,8.9,4.0,0,1,7
78.0,0.0,8.3,3.0,0,1,7
72.0,3.0,4.3,4.0,0,1,7
72.0,1.4,9.7,4.0,0,1,7
72.0,0.0,3.9,4.0,0,1,7
76.0,0.8,8.9,3.0,0,1,7
70.0,1.4,9.8,4.0,0,1,7
70.0,0.0,4.5,5.0,0,1,7
70.0,1.4,8.6,3.0,0,2,7
71.0,1.4,9.3,3.0,0,2,7
74.0,0.0,8.1,3.0,0,1,7
71.0,1.4,5.6,4.0,0,2,7
65.0,1.4,8.4,4.0,0,2,7
64.0,0.0,9.7,4.0,0,2,7
66.0,1.4,9.5,6.0,0,2,7
67.0,1.4,9.9,4.0,0,2,7
68.0,1.4,9.2,3.0,0,1,7
68.0,1.4,6.2,4.0,0,1,7
74.0,1.4,9.9,3.0,0,1,7
70.0,1.4,8.2,5.0,0,1,7
71.0,1.4,9.4,4.0,0,2,7
75.0,1.4,9.8,3.0,0,2,7
80.0,1.4,8.3,3.0,0,1,7
78.0,0.0,8.5,3.0,0,1,7
79.0,0.0,9.3,4.0,0,2,7
78.0,0.0,8.9,4.0,0,1,7
76.0,1.4,5.2,3.0,0,2,7
74.0,1.4,6.9,4.0,0,2,7
73.0,0.0,9.7,3.0,0,1,8
75.0,1.4,8.9,4.0,0,2,8
76.90393222506394,1.4,5.7,3.0,0,2,8
69.0,1.4,7.3,3.0,0,2,8
59.0,0.0,6.0,4.0,0,1,8
60.0,1.4,9.2,3.0,0,2,8
62.0,0.0,9.5,4.0,0,2,8
71.0,1.4,8.3,2.0,0,2,8
69.0,1.4,5.8,3.0,0,1,8
69.0,0.0,5.4,4.0,0,2,8
71.0,1.4,9.1,4.0,0,1,8
69.0,1.4,7.9,4.0,0,2,8
70.0,0.0,7.2,4.0,0,2,8
70.0,1.4,7.8,4.0,0,1,8
72.0,1.4,6.4,3.0,0,1,8
75.0,0.0,2.6,4.0,0,1,8
72.0,1.4,4.5,3.0,0,1,8
65.0,1.4,4.6,5.0,0,2,8
71.0,0.0,9.8,3.0,0,2,8
64.0,1.4,9.9,4.0,0,2,8
60.0,1.4,9.4,7.0,0,2,8
72.0,1.4,5.008160031689443,4.0,0,1,8
73.0,1.4,5.008160031689443,4.0,0,2,8
73.0,1.4,8.9,4.0,0,2,8
72.0,1.4,6.3,4.0,0,2,8
70.0,1.4,8.9,3.0,0,1,8
74.0,1.4,2.7,3.0,0,1,8
80.0,1.4,7.6,6.0,0,1,8
75.0,8.4,2.7,4.0,0,1,8
70.0,1.4,7.2,5.0,0,2,8
66.0,0.0,8.6,4.0,0,2,8
70.0,1.4,5.008160031689443,4.0,0,2,9
72.0,1.4,6.5,3.0,0,2,9
71.0,1.4,5.8,3.0,0,2,9
75.0,1.4,7.4,3.0,0,1,9
73.0,0.0,4.1,4.0,0,1,9
70.0,0.0,5.0,4.0,0,2,9
67.0,1.4,7.1,4.0,0,1,9
66.0,1.4,6.7,3.0,0,2,9
70.0,1.4,8.6,4.0,0,2,9
57.0,0.0,7.7,6.0,0,2,9
58.0,1.4,9.4,5.0,0,2,9
68.0,1.4,10.0,3.0,0,2,9
66.0,0.0,9.2,3.0,0,1,9
65.0,1.4,6.6,3.0,0,2,9
69.0,0.0,8.2,3.0,0,2,9
70.0,1.4,7.1,3.0,0,1,9
72.0,1.4,8.3,4.0,0,1,9
70.0,0.0,7.7,4.0,0,2,9
68.0,1.4,7.5,4.0,0,1,9
63.0,1.4,5.008160031689443,4.0,0,1,9
64.0,0.0,9.0,4.0,0,2,9
64.0,1.4,7.5,3.0,0,2,9
66.0,1.4,8.6,5.0,0,2,9
67.0,0.0,7.9,6.0,0,2,9
72.0,1.4,7.9,3.0,0,1,9
68.0,1.4,0.0,4.0,0,2,9
66.0,0.0,8.4,4.0,0,2,9
66.0,1.4,7.9,3.0,0,1,9
70.0,1.4,8.6,4.0,0,1,9
67.0,0.0,7.5,4.0,0,2,9
69.0,1.4,7.4,4.0,0,2,10
68.0,1.4,8.8,4.0,0,2,10
72.0,1.4,8.5,4.0,0,2,10
63.0,1.4,7.2,5.0,0,2,10
62.0,0.0,9.0,5.0,0,2,10
62.0,1.4,9.5,3.0,0,2,10
62.0,1.4,9.4,5.0,0,2,10
66.0,1.4,7.8,4.0,0,2,10
76.0,33.3,8.4,3.0,1,2,10
76.0,1.4,9.2,4.0,0,1,10
74.0,1.4,4.3,3.0,0,1,10
70.0,1.4,5.7,4.0,0,1,10
70.0,0.0,5.6,4.0,0,2,10
71.0,1.4,8.1,4.0,0,1,10
68.0,1.4,9.8,3.0,0,1,10
70.0,0.0,7.8,4.0,0,2,10
76.0,6.5,7.6,3.0,0,1,10
74.0,2.0,7.6,4.0,0,1,10
74.0,1.4,3.3,3.0,0,1,10
66.0,0.0,8.4,4.0,0,1,10
62.0,0.0,10.5,5.0,0,2,10
59.0,1.4,9.9,5.0,0,2,10
64.0,1.4,10.4,4.0,0,2,10
66.0,0.0,9.8,4.0,0,2,10
68.0,1.4,9.7,3.0,0,1,10
67.0,0.0,8.3,4.0,0,2,10
74.0,0.0,9.6,2.0,0,1,10
72.0,3.3,2.1,4.0,0,1,10
72.0,0.0,7.6,3.0,0,1,10
68.0,1.4,6.2,3.0,0,2,10
68.0,0.0,9.3,3.0,0,1,10
76.0,1.4,8.0,4.0,0,1,11
80.0,1.4,5.6,3.0,0,2,11
78.0,76.0,6.5,3.0,0,2,11
74.0,0.2,8.4,3.0,0,2,11
70.0,1.4,6.3,3.0,0,1,11
70.0,6.2,8.6,4.0,0,2,11
72.0,1.5,6.8,4.0,0,2,11
65.0,0.0,10.6,3.0,0,2,11
67.0,1.4,9.9,3.0,0,2,11
72.0,1.4,10.1,4.0,0,2,11
73.0,0.0,8.8,3.0,0,1,11
77.0,1.4,8.0,2.0,0,1,11
76.0,8.5,1.7,4.0,0,1,11
78.0,1.4,1.6,5.0,0,0,11
70.0,1.4,0.0,3.0,0,2,11
68.0,1.4,7.9,3.0,0,2,11
69.0,0.0,10.8,5.0,0,1,11
68.0,1.4,10.2,3.0,0,2,11
