RH_avg,RR,ss,ff_x,flood,TempRangeCategory,month
72.0,0.0,7.7,4.0,0,1,11
72.0,1.4,10.2,2.0,0,1,11
77.0,0.0,7.5,3.0,0,1,11
80.0,1.4,4.8,4.0,0,1,11
74.0,0.2,2.3,4.0,0,1,11
72.0,1.4,2.4,3.0,0,1,11
73.0,0.0,5.6,3.0,0,1,11
83.0,0.2,4.2,3.0,0,1,11
84.0,6.1,3.0,3.0,0,1,11
74.0,7.0,2.8,3.0,0,1,11
77.0,0.0,7.5,4.0,0,1,11
83.0,3.0,6.5,2.0,0,1,11
74.0,4.3,3.3,4.0,0,1,12
79.0,4.5,8.8,2.0,0,1,12
84.0,1.4,4.9,5.0,0,1,12
77.0,9.9,5.4,3.0,0,1,12
79.0,7.9,8.1,4.0,0,1,12
83.0,1.4,5.6,4.0,0,1,12
86.0,0.2,0.0,4.0,0,1,12
79.0,2.0,0.0,4.0,0,1,12
74.0,1.4,7.9,3.0,0,1,12
90.0,11.5,6.9,3.0,0,0,12
83.0,33.8,0.7,3.0,0,1,12
86.0,6.5,6.8,3.0,0,1,12
80.0,0.0,0.6,5.0,0,1,12
74.0,1.4,4.7,5.0,0,1,12
80.0,0.0,7.1,3.0,0,1,12
84.0,2.0,2.4,3.0,0,1,12
89.0,1.7,0.1,4.0,0,1,12
82.0,13.3,4.3,3.0,0,1,12
82.0,1.4,7.3,4.0,0,1,12
76.0,1.4,5.5,3.0,0,1,12
78.0,1.4,6.2,3.0,0,1,12
86.0,41.7,5.4,3.0,0,1,12
83.0,5.4,4.1,5.0,1,1,12
79.0,1.4,6.5,3.0,0,1,12
94.0,25.2,6.8,2.0,0,1,12
86.0,0.3,0.0,3.0,1,1,12
88.0,4.1,5.2,3.0,1,1,12
88.0,17.6,2.9,4.0,0,1,12
86.0,1.4,1.7,3.0,0,0,12
80.0,0.6,1.4,4.0,0,1,12
84.0,1.4,5.6,4.0,0,1,12
98.0,208.9,4.3,2.0,1,0,1
90.0,43.9,0.0,4.0,0,1,1
86.0,1.3,6.0,4.0,0,1,1
88.0,1.0,2.4,4.0,0,1,1
88.0,0.2,0.5,3.0,0,0,1
92.0,22.5,0.3,4.0,0,1,1
90.0,2.2,0.5,4.0,0,1,1
91.0,18.0,4.3,2.0,0,1,1
92.0,7.5,1.3,4.0,1,0,1
96.0,15.2,0.0,4.0,0,1,1
87.0,1.1,5.008160031689443,5.0,0,1,1
81.0,1.4,2.2,4.0,0,1,1
83.0,1.2,6.9,4.0,0,1,1
78.0,1.4,2.7,5.0,0,1,1
86.0,6.5,8.1,3.0,0,2,1
83.0,0.0,4.2,4.0,0,1,1
82.0,3.0,6.6,5.0,0,1,1
88.0,74.0,6.5,2.0,1,1,1
82.0,0.1,2.8,4.0,0,1,1
83.0,1.4,7.7,4.0,0,1,1
84.0,2.5,1.8,6.0,0,1,1
87.0,1.4,3.2,4.0,0,1,1
85.0,1.0,1.6,3.0,0,1,1
76.90393222506394,3.9,5.1,2.0,1,1,1
92.0,4.3,0.0,4.0,0,0,1
84.0,1.2,0.2,4.0,1,1,1
83.0,12.5,5.9,4.0,1,1,1
81.0,0.2,4.6,3.0,0,1,1
79.0,1.4,5.2,4.0,0,1,1
83.0,1.5,6.3,3.0,0,1,1
90.0,1.3,2.2,5.0,0,1,1
97.0,61.3,0.0,2.0,0,1,2
91.0,24.6,0.9,3.0,1,1,2
94.0,11.9,0.0,3.0,0,0,2
90.0,4.7,0.0,5.0,0,1,2
90.0,0.8,2.0,6.0,0,1,2
93.0,26.4,2.2,4.0,0,0,2
90.0,0.2,0.0,5.0,0,1,2
88.0,27.5,2.0,4.0,1,1,2
87.0,11.0,5.4,4.0,0,1,2
78.0,4.5,1.1,5.0,0,1,2
78.0,1.4,7.3,4.0,0,1,2
77.0,1.4,5.7,4.0,0,1,2
80.0,1.4,5.4,4.0,0,1,2
87.0,1.4,2.8,4.0,0,0,2
84.0,2.8,2.9,4.0,0,1,2
88.0,1.4,6.1,4.0,1,1,2
91.0,13.8,2.1,3.0,0,1,2
87.0,21.5,0.2,4.0,0,1,2
86.0,1.4,3.7,5.0,0,1,2
90.0,30.3,0.9,6.0,1,1,2
85.0,14.7,1.3,5.0,0,1,2
85.0,30.0,5.7,5.0,1,1,2
88.0,44.8,7.6,5.0,1,1,2
84.0,17.3,6.5,5.0,1,1,2
90.0,86.7,4.2,3.0,1,1,2
84.0,2.1,0.6,5.0,0,1,2
86.0,5.0,3.8,5.0,0,1,2
88.0,10.0,2.3,3.0,0,1,2
90.0,1.4,1.5,5.0,0,1,2
90.0,21.5,0.0,4.0,1,1,3
85.0,7.6,0.0,5.0,1,1,3
79.0,1.4,7.8,5.0,0,1,3
87.0,1.4,8.8,5.0,0,1,3
84.0,2.9,3.6,4.0,0,0,3
81.0,2.5,0.3,5.0,0,1,3
76.0,1.4,8.8,5.0,0,1,3
80.0,1.4,5.2,5.0,0,1,3
76.0,0.2,4.2,5.0,0,1,3
77.0,1.4,5.4,5.0,0,1,3
84.0,5.0,6.9,3.0,0,1,3
89.0,12.3,4.7,5.0,0,1,3
84.0,15.8,1.0,5.0,0,1,3
81.0,1.4,6.7,3.0,0,1,3
83.0,4.2,7.2,5.0,0,2,3
88.0,6.5,5.2,5.0,1,1,3
80.0,35.8,4.1,3.0,1,1,3
93.0,8.9,8.9,3.0,1,1,3
90.0,11.9,0.0,4.0,0,1,3
89.0,15.5,1.6,2.0,1,1,3
85.0,44.6,2.8,3.0,0,1,3
86.0,1.4,4.8,3.0,0,1,3
84.0,30.0,4.3,3.0,0,1,3
86.0,9.7,2.5,4.0,0,1,3
82.0,5.8,3.7,4.0,1,1,3
81.0,1.4,5.2,2.0,1,1,3
85.0,0.5,1.2,3.0,1,1,3
82.0,1.4,3.2,3.0,1,1,3
82.0,1.4,4.0,4.0,0,1,3
88.0,2.5,4.6,4.0,0,1,3
85.0,20.9,3.6,3.0,0,1,3
80.0,4.4,6.3,3.0,0,1,4
79.0,1.4,5.7,5.0,0,1,4
82.0,1.4,8.5,6.0,0,1,4
78.0,1.4,7.2,5.0,0,1,4
83.0,1.4,6.9,3.0,1,1,4
87.0,6.0,3.8,3.0,1,1,4
83.0,6.5,2.5,5.0,0,1,4
84.0,1.4,7.8,3.0,0,1,4
88.0,11.2,3.6,3.0,0,0,4
87.0,7.0,1.6,5.0,1,1,4
84.0,30.5,3.8,4.0,0,1,4
84.0,5.7,5.6,4.0,0,1,4
88.0,0.6,6.5,3.0,1,1,4
88.0,5.6,5.9,3.0,0,1,4
88.0,20.6,4.2,3.0,1,1,4
83.0,3.2,2.8,3.0,0,1,4
80.0,1.4,6.7,4.0,0,1,4
81.0,0.0,7.1,3.0,1,1,4
79.0,1.4,5.6,3.0,1,1,4
76.0,1.4,8.2,4.0,0,1,4
75.0,1.4,9.0,4.0,0,1,4
72.0,1.4,1.3,4.0,0,1,4
74.0,0.0,9.6,4.0,0,1,4
84.0,1.4,7.7,3.0,0,1,4
76.0,18.0,3.5,4.0,0,1,4
83.0,1.4,3.5,3.0,1,1,4
90.0,13.6,5.0,3.0,1,1,4
89.0,79.5,2.5,4.0,0,1,4
90.0,1.2,1.1,2.0,1,1,4
88.0,47.4,3.9,3.0,1,1,4
87.0,29.0,0.3,3.0,0,1,5
88.0,1.3,0.0,2.0,0,1,5
80.0,0.3,0.0,3.0,0,1,5
82.0,1.4,3.5,3.0,0,1,5
78.0,1.5,0.3,4.0,0,1,5
85.0,1.4,8.6,4.0,1,1,5
80.0,70.2,5.1,4.0,0,1,5
88.0,0.0,8.8,2.0,0,1,5
88.0,22.4,4.2,2.0,0,0,5
86.0,1.4,0.0,4.0,1,1,5
80.0,0.3,5.1,4.0,0,1,5
79.0,1.4,2.6,2.0,0,1,5
80.0,13.9,7.6,3.0,0,1,5
75.0,0.0,2.7,4.0,0,1,5
74.0,0.0,5.6,5.0,0,1,5
77.0,1.4,9.2,6.0,0,1,5
76.0,1.4,10.1,4.0,0,1,5
88.0,1.4,6.5,3.0,1,0,5
80.0,19.1,0.5,3.0,1,1,5
80.0,1.4,5.4,3.0,0,1,5
82.0,19.4,5.9,4.0,1,1,5
77.0,0.0,3.0,3.0,0,1,5
76.0,0.6,5.2,4.0,0,1,5
72.0,1.4,7.9,5.0,0,1,5
75.0,1.4,9.4,4.0,0,1,5
82.0,1.4,7.3,5.0,0,1,5
80.0,0.0,4.9,4.0,0,1,5
80.0,1.4,3.1,3.0,0,1,5
78.0,0.1,2.1,5.0,0,1,5
78.0,1.4,6.0,4.0,0,1,5
82.0,0.0,6.6,2.0,0,1,5
81.0,6.9,3.1,4.0,0,1,6
75.0,1.4,6.3,3.0,0,1,6
87.0,0.2,8.2,4.0,0,1,6
74.0,10.2,5.1,5.0,0,1,6
78.0,1.4,8.6,3.0,0,1,6
77.0,1.5,1.7,3.0,0,1,6
75.0,0.0,1.9,3.0,0,1,6
80.0,1.4,2.8,4.0,0,1,6
86.0,14.2,6.6,3.0,0,0,6
77.0,1.4,1.8,4.0,0,1,6
74.0,1.4,5.5,4.0,0,1,6
77.0,3.0,5.9,3.0,0,1,6
75.0,0.0,7.1,2.0,0,1,6
73.0,1.5,6.0,5.0,0,1,6
77.0,1.4,9.9,4.0,0,1,6
78.0,0.0,0.1,4.0,0,1,6
71.0,1.4,5.6,4.0,0,1,6
74.0,0.0,8.3,3.0,0,1,6
82.0,1.4,4.4,3.0,0,1,6
72.0,0.5,0.0,2.0,0,1,6
78.0,1.4,8.8,5.0,0,1,6
78.0,1.4,4.9,4.0,0,1,6
79.0,1.8,2.0,3.0,0,2,6
82.0,1.4,3.9,5.0,0,1,6
76.0,2.4,5.4,3.0,0,1,6
78.0,1.4,8.3,3.0,0,1,6
74.0,0.0,6.7,4.0,0,1,6
70.0,1.4,2.6,2.0,0,1,6
66.0,1.4,5.5,4.0,0,2,6
71.0,1.4,8.7,4.0,0,1,6
72.0,0.0,6.6,4.0,0,1,7
88.0,0.0,7.1,3.0,0,1,7
80.0,34.9,0.7,3.0,0,1,7
76.0,1.4,2.8,3.0,0,1,7
70.0,1.4,1.4,5.0,0,2,7
70.0,0.0,9.8,4.0,0,1,7
75.0,1.4,8.3,3.0,0,1,7
74.0,0.0,8.6,4.0,0,1,7
75.0,0.1,6.9,3.0,0,1,7
77.0,0.0,3.5,3.0,0,1,7
74.0,1.4,0.0,3.0,0,2,7
76.0,1.4,8.8,3.0,0,1,7
74.0,1.4,6.2,3.0,0,1,7
77.0,0.0,1.2,3.0,0,1,7
80.0,4.0,4.1,4.0,0,1,7
79.0,2.4,0.0,4.0,0,1,7
70.0,0.0,0.4,3.0,0,1,7
76.0,1.4,8.6,3.0,0,1,7
75.0,1.4,8.4,3.0,0,1,7
76.0,1.4,5.8,2.0,0,1,7
82.0,4.7,5.2,2.0,0,1,7
76.0,0.8,5.2,4.0,0,1,7
73.0,1.4,8.3,3.0,0,1,7
80.0,0.5,2.0,3.0,0,1,7
70.0,1.4,7.9,4.0,0,1,7
68.0,1.4,9.3,4.0,0,1,7
68.0,0.0,9.9,4.0,0,1,7
68.0,1.4,9.7,7.0,0,1,7
70.0,1.4,8.6,3.0,0,1,7
71.0,0.0,8.5,3.0,0,1,7
60.0,1.4,6.1,4.0,0,1,7
61.0,0.0,9.1,3.0,0,2,8
70.0,1.4,9.9,3.0,0,2,8
71.0,1.4,8.3,4.0,0,2,8
70.0,0.0,7.9,3.0,0,1,8
76.0,1.4,1.4,2.0,0,1,8
74.0,0.0,4.0,3.0,0,1,8
76.0,1.4,3.3,3.0,0,1,8
78.0,0.0,8.9,3.0,0,1,8
78.0,7.5,4.4,3.0,0,1,8
76.0,1.5,8.2,3.0,0,1,8
89.0,0.0,8.7,3.0,0,1,8
78.0,37.2,1.2,5.0,0,1,8
88.0,1.4,3.0,5.0,1,0,8
88.0,28.7,1.3,3.0,0,1,8
82.0,3.0,1.9,3.0,0,1,8
76.0,0.0,9.9,4.0,0,1,8
74.0,0.0,9.5,3.0,0,1,8
86.0,6.7,9.3,3.0,0,1,8
77.0,1.1,4.4,3.0,0,2,8
74.0,1.4,8.3,4.0,0,1,8
72.0,1.4,7.5,4.0,0,1,8
64.0,1.4,9.0,4.0,0,2,8
70.0,0.0,9.6,3.0,0,1,8
71.0,0.0,9.8,6.0,0,1,8
65.0,0.0,6.1,5.0,0,2,8
70.0,1.4,9.7,3.0,0,1,8
65.0,1.4,9.9,4.0,0,2,8
66.0,0.0,9.8,4.0,0,2,8
66.0,1.4,9.8,5.0,0,2,8
72.0,1.4,7.1,4.0,0,1,8
72.0,1.4,6.4,4.0,0,1,8
66.0,1.4,9.1,4.0,0,2,9
74.0,1.4,8.7,3.0,0,1,9
74.0,2.5,3.0,5.0,0,1,9
71.0,0.0,4.8,6.0,0,1,9
75.0,1.4,7.8,3.0,0,1,9
76.0,0.0,7.7,3.0,0,1,9
69.0,1.4,5.9,4.0,0,1,9
62.0,1.4,9.1,6.0,0,2,9
65.0,0.0,9.0,4.0,0,1,9
74.0,0.0,8.0,3.0,0,1,9
75.0,3.0,3.6,3.0,0,1,9
72.0,0.0,3.7,3.0,0,1,9
68.0,1.4,5.4,3.0,0,1,9
78.0,2.0,6.4,3.0,0,1,9
71.0,0.0,5.4,3.0,0,1,9
69.0,0.0,7.4,3.0,0,1,9
65.0,1.4,6.5,4.0,0,1,9
69.0,1.4,10.2,5.0,0,1,10
80.0,1.4,8.7,4.0,1,1,10
84.0,20.6,7.2,3.0,0,1,10
72.0,23.7,2.0,3.0,1,1,10
72.0,67.5,8.5,3.0,1,2,10
70.0,0.0,8.0,3.0,1,1,10
72.0,1.4,7.1,3.0,0,1,10
68.0,1.4,8.5,3.0,0,1,10
91.0,12.6,5.6,2.0,1,1,10
79.0,43.5,0.6,3.0,1,1,10
82.0,65.0,1.2,3.0,1,1,10
76.0,0.0,4.3,3.0,0,1,10
74.0,1.4,4.0,3.0,0,1,10
79.0,1.4,4.9,3.0,0,1,10
70.0,1.4,7.0,3.0,0,1,10
80.0,0.0,6.6,3.0,1,1,10
81.0,76.0,3.0,2.0,0,1,10
85.0,1.4,4.5,2.0,1,1,10
88.0,41.2,4.0,4.0,0,1,10
82.0,17.0,3.5,3.0,0,1,10
85.0,0.2,7.5,3.0,0,1,10
82.0,6.0,2.8,5.0,0,1,10
73.0,0.0,5.4,6.0,0,1,10
76.0,1.4,5.9,3.0,0,1,10
90.0,1.4,7.6,3.0,1,1,10
87.0,19.5,3.8,4.0,1,1,10
89.0,79.1,2.7,3.0,1,1,10
78.0,3.6,1.3,3.0,0,1,10
74.0,0.0,8.7,4.0,0,1,10
75.0,0.0,5.008160031689443,5.0,0,1,10
84.0,1.4,2.3,3.0,0,1,10
90.0,3.7,3.2,4.0,1,1,11
85.0,15.6,4.6,4.0,0,1,11
81.0,1.4,1.9,3.0,0,1,11
80.0,0.3,6.9,3.0,0,1,11
88.0,5.8,4.0,0.0,0,0,11
86.0,4.5,0.0,3.0,0,1,11
80.0,9.2,2.6,3.0,0,1,11
86.0,0.4,4.5,7.0,1,1,11
76.0,5.5,5.3,3.0,0,2,11
74.0,0.0,9.5,3.0,0,1,11
75.0,4.6,4.4,4.0,0,1,11
77.0,1.4,9.0,4.0,0,1,11
76.0,1.4,4.0,3.0,0,1,11
74.0,0.0,10.3,3.0,0,1,11
69.0,0.0,8.0,4.0,0,1,11
76.0,0.0,6.7,4.0,0,1,11
79.0,1.2,5.4,4.0,0,1,11
81.0,1.4,5.5,4.0,0,1,11
73.0,20.3,3.2,3.0,0,1,11
79.0,0.0,6.7,3.0,0,1,11
81.0,3.6,4.0,4.0,0,1,11
86.0,27.0,3.1,3.0,0,1,11
88.0,13.7,2.7,5.0,0,1,11
84.0,0.3,0.4,4.0,1,1,11
82.0,34.7,5.6,4.0,1,2,11
76.0,1.4,7.4,3.0,0,2,11
73.0,0.0,8.7,4.0,0,1,11
76.0,1.9,4.3,4.0,0,1,11
81.0,0.0,4.2,7.0,0,1,11
84.0,2.5,1.5,4.0,0,1,11
77.0,1.4,2.4,7.0,0,1,12
73.0,1.4,9.5,3.0,0,2,12
85.0,15.8,7.0,3.0,0,1,12
82.0,2.5,2.5,4.0,0,1,12
85.0,2.0,5.9,4.0,0,0,12
93.0,13.8,1.7,4.0,1,0,12
91.0,46.5,0.0,5.0,0,1,12
83.0,14.9,0.1,6.0,0,1,12
88.0,1.3,7.0,5.0,0,1,12
84.0,2.0,4.5,3.0,0,1,12
82.0,1.0,3.7,3.0,0,1,12
80.0,1.5,3.1,5.0,0,1,12
85.0,1.4,3.5,4.0,0,1,12
82.0,1.4,2.6,5.0,0,1,12
80.0,11.0,1.3,5.0,0,1,12
81.0,0.0,2.2,5.0,0,1,12
83.0,6.8,2.8,6.0,0,1,12
82.0,1.4,3.5,7.0,0,1,12
80.0,1.4,3.3,5.0,0,1,12
84.0,1.4,5.4,6.0,0,1,12
83.0,0.4,2.7,5.0,0,1,12
80.0,0.0,0.2,4.0,0,1,12
77.0,0.3,2.0,5.0,0,1,12
78.0,0.0,7.5,7.0,0,1,12
76.0,1.4,4.8,5.0,0,1,12
74.0,0.1,7.2,5.0,0,1,12
74.0,0.0,5.7,4.0,0,1,12
77.0,1.4,6.8,5.0,0,1,12
82.0,0.1,6.1,7.0,0,1,12
81.0,0.3,1.4,4.0,0,1,12
88.0,0.5,0.1,4.0,0,1,12
78.0,0.9,4.8,4.0,0,1,1
76.90393222506394,0.0,9.5,5.0,0,0,1
81.0,2.5,6.7,4.0,0,1,1
76.90393222506394,0.0,9.0,5.0,0,1,1
76.0,0.0,9.5,4.0,0,0,1
76.0,1.4,9.7,4.0,0,0,1
73.0,0.0,9.3,4.0,0,1,1
72.0,1.4,7.3,4.0,0,1,1
78.0,0.0,8.9,3.0,0,0,1
78.0,0.0,2.4,4.0,0,0,1
78.0,10.8,3.3,4.0,0,1,1
80.0,1.4,5.4,4.0,0,0,1
77.0,2.4,2.8,3.0,0,0,1
75.0,0.0,0.0,4.0,0,1,1
75.0,0.0,7.3,4.0,0,0,1
77.0,1.4,7.1,5.0,0,1,1
81.0,11.5,8.3,5.0,0,0,1
80.0,0.0,1.9,2.0,0,0,1
76.90393222506394,0.5,0.0,4.0,0,0,1
88.0,29.0,0.0,5.0,0,1,1
92.0,34.3,2.4,3.0,0,1,1
85.0,5.5,0.0,3.0,0,1,1
76.90393222506394,0.0,4.3,3.0,0,1,1
82.0,1.4,9.7,5.0,0,0,1
82.0,12.0,1.3,5.0,0,0,1
82.0,1.3,1.6,4.0,0,0,2
83.0,19.5,1.4,4.0,0,1,2
71.0,1.4,4.3,4.0,0,1,2
85.0,1.4,2.8,8.0,0,1,2
78.0,12.6,0.2,4.0,0,1,2
84.0,0.0,5.008160031689443,3.0,0,1,2
88.0,27.2,4.7,5.0,0,1,2
87.0,3.5,5.4,7.0,0,0,2
86.0,10.5,4.9,6.0,0,1,2
83.0,17.9,4.6,6.0,0,0,2
80.0,0.0,0.0,5.0,0,0,2
84.0,17.7,0.3,3.0,0,1,2
81.0,8.5,2.7,4.0,0,1,2
80.0,1.4,2.0,4.0,0,1,2
82.0,5.0,6.3,4.0,0,1,2
80.0,1.4,6.1,3.0,0,0,2
84.0,15.5,5.008160031689443,4.0,0,1,2
78.0,2.0,2.4,4.0,0,1,2
81.0,0.0,8.6,4.0,0,1,2
82.0,0.0,1.4,5.0,0,0,2
80.0,0.0,0.0,6.0,0,0,2
76.0,1.4,4.2,4.0,0,0,2
82.0,1.4,5.4,4.0,0,1,2
82.0,1.4,5.008160031689443,6.0,0,0,2
91.0,47.8,5.008160031689443,5.0,1,1,2
87.0,108.0,5.008160031689443,4.0,1,1,2
77.0,6.2,5.008160031689443,7.0,1,1,2
92.0,80.0,6.1,4.0,1,0,2
83.0,3.8,0.0,6.0,1,1,2
80.0,19.1,0.9,5.0,0,1,3
83.0,15.9,5.008160031689443,6.0,0,1,3
85.0,38.8,7.8,5.0,0,1,3
86.0,30.0,5.1,3.0,0,1,3
84.0,11.5,5.0,4.0,0,1,3
82.0,4.0,5.008160031689443,4.0,0,1,3
81.0,1.0,9.3,3.0,0,1,3
79.0,0.0,5.8,3.0,0,1,3
77.0,4.2,8.9,5.0,0,1,3
78.0,0.2,9.6,3.0,0,1,3
74.0,0.0,6.0,5.0,0,1,3
79.0,0.0,5.008160031689443,3.0,0,1,3
78.0,0.0,5.008160031689443,4.0,0,1,3
78.0,1.4,3.8,4.0,0,1,3
80.0,11.6,6.5,4.0,0,1,3
78.0,4.0,5.008160031689443,3.0,0,1,3
76.90393222506394,29.3,8.1,6.0,0,0,3
85.0,6.5,5.008160031689443,4.0,0,1,3
76.90393222506394,0.3,2.9,3.0,0,1,3
76.90393222506394,1.5,2.1,4.0,0,1,3
85.0,38.6,5.1,3.0,0,1,3
75.0,1.4,2.1,5.0,0,1,3
81.0,20.4,9.5,4.0,0,1,3
80.0,1.4,8.5,3.0,0,1,3
82.0,1.4,0.0,4.0,0,0,3
80.0,15.0,5.008160031689443,5.0,0,1,4
77.0,0.0,5.008160031689443,3.0,0,1,4
77.0,0.3,9.1,5.0,0,1,4
74.0,2.2,5.008160031689443,6.0,0,1,4
75.0,1.4,5.008160031689443,5.0,0,0,4
72.0,1.4,6.0,5.0,0,1,4
74.0,0.0,8.0,5.0,0,0,4
75.0,1.4,7.1,5.0,0,1,4
73.0,1.4,5.9,4.0,0,1,4
74.0,1.5,6.9,4.0,0,1,4
77.0,0.0,5.2,4.0,0,1,4
76.90393222506394,0.0,8.0,3.0,0,0,4
73.0,1.4,5.008160031689443,5.0,0,1,4
83.0,3.6,7.6,5.0,0,0,4
82.0,0.0,5.008160031689443,5.0,0,0,4
76.90393222506394,31.5,6.5,5.0,0,1,4
82.0,5.5,6.2,4.0,0,1,4
86.0,112.7,5.7,6.0,1,1,4
76.0,4.2,5.3,6.0,0,1,4
75.0,0.0,8.5,5.0,0,1,4
76.90393222506394,1.8,5.4,4.0,0,0,4
77.0,2.2,0.0,5.0,0,1,4
74.0,1.4,5.6,5.0,0,1,4
75.0,1.4,7.7,5.0,0,1,4
77.0,1.4,5.8,4.0,0,1,4
81.0,2.8,4.1,5.0,0,1,5
73.0,0.0,2.5,5.0,0,1,5
79.0,8.7,5.008160031689443,5.0,0,1,5
75.0,0.0,7.5,5.0,0,1,5
86.0,1.4,7.9,6.0,0,0,5
79.0,16.4,0.8,4.0,0,1,5
75.0,0.0,6.2,4.0,0,1,5
79.0,0.0,6.2,5.0,0,1,5
76.0,0.8,5.008160031689443,3.0,0,1,5
74.0,2.9,9.0,5.0,0,1,5
75.0,1.4,8.4,5.0,0,1,5
72.0,0.0,6.0,4.0,0,1,5
72.0,0.5,5.008160031689443,5.0,0,1,5
81.0,1.4,5.008160031689443,6.0,0,1,5
79.0,0.0,0.9,5.0,0,1,5
75.0,0.0,4.2,6.0,0,1,5
79.0,0.2,4.5,4.0,0,1,5
77.0,1.4,3.8,5.0,0,1,5
75.0,1.5,5.008160031689443,4.0,0,1,5
73.0,1.4,8.4,4.0,0,1,5
81.0,0.5,5.8,3.0,0,1,5
79.0,4.5,5.5,3.0,0,1,5
81.0,1.4,1.2,4.0,0,1,5
79.0,12.7,6.0,5.0,0,1,5
77.0,2.6,5.008160031689443,5.0,0,1,5
75.0,0.0,6.4,6.0,0,1,5
77.0,9.5,2.6,5.0,0,0,5
76.0,1.4,5.008160031689443,6.0,0,1,5
85.0,0.0,5.9,3.0,0,0,5
83.0,4.2,5.008160031689443,4.0,0,0,5
77.0,1.4,2.2,5.0,0,1,5
75.0,1.4,3.2,4.0,0,1,6
75.0,1.4,8.3,5.0,0,1,6
71.0,1.4,8.3,5.0,1,1,6
77.0,0.0,4.4,5.0,1,1,6
79.0,0.0,8.5,4.0,1,0,6
77.0,0.0,0.8,4.0,1,1,6
75.0,1.4,5.1,4.0,1,1,6
69.0,1.4,7.8,4.0,0,1,6
74.0,0.0,7.9,4.0,0,1,6
75.0,0.2,3.3,5.0,0,1,6
71.0,0.0,7.8,6.0,0,1,6
70.0,1.4,8.5,4.0,0,1,6
72.0,1.4,8.7,5.0,0,1,6
74.0,0.0,3.6,4.0,0,0,6
82.0,0.0,0.0,6.0,0,1,6
72.0,1.4,2.5,6.0,0,1,6
75.0,1.5,5.9,6.0,0,1,6
84.0,75.5,4.0,4.0,1,0,6
78.0,5.5,0.0,4.0,0,1,6
77.0,1.4,4.1,4.0,0,1,6
70.0,0.0,5.008160031689443,4.0,0,1,6
75.0,15.0,7.4,4.0,0,1,6
75.0,1.0,7.2,4.0,0,1,6
75.0,0.2,7.7,4.0,0,1,6
74.0,43.5,6.9,5.0,0,1,6
80.0,0.0,8.1,6.0,0,1,6
77.0,25.5,7.7,4.0,0,1,6
73.0,1.4,2.4,4.0,0,1,6
73.0,0.0,5.3,4.0,0,1,6
75.0,2.8,5.008160031689443,4.0,0,1,6
85.0,9.6,8.5,5.0,0,1,7
76.0,1.0,0.7,5.0,0,1,7
79.0,0.0,7.4,4.0,0,1,7
80.0,43.4,7.3,5.0,0,1,7
75.0,0.0,8.3,5.0,0,1,7
76.0,0.0,8.4,5.0,0,1,7
77.0,1.4,9.0,6.0,0,1,7
78.0,1.0,8.4,5.0,0,1,7
71.0,0.0,8.5,4.0,0,1,7
79.0,0.0,6.9,4.0,0,0,7
76.0,0.0,0.5,4.0,0,1,7
76.0,1.4,7.4,4.0,0,1,7
74.0,1.4,6.1,4.0,0,1,7
74.0,0.0,7.6,5.0,0,1,7
72.0,0.0,5.0,6.0,0,1,7
80.0,0.0,8.6,4.0,0,1,7
80.0,1.4,6.9,5.0,0,1,7
76.0,36.5,4.9,3.0,0,1,7
82.0,0.5,8.4,4.0,0,1,7
79.0,10.3,5.9,4.0,0,1,7
75.0,1.0,2.1,4.0,0,1,7
86.0,1.4,8.0,4.0,0,1,7
75.0,3.8,1.5,5.0,0,1,7
80.0,0.0,8.1,5.0,0,1,7
78.0,9.8,7.1,5.0,0,1,7
73.0,0.5,1.3,3.0,0,1,7
69.0,0.5,7.6,5.0,0,1,7
70.0,1.4,8.1,5.0,0,1,7
72.0,0.0,7.3,5.0,0,1,7
75.0,1.4,7.9,4.0,0,1,7
70.0,0.0,6.2,5.0,0,1,7
71.0,1.4,8.3,5.0,0,1,8
69.0,3.8,7.9,3.0,0,1,8
59.0,0.0,8.1,5.0,0,1,8
66.0,0.0,8.2,4.0,0,1,8
69.0,0.0,7.3,4.0,0,0,8
71.0,1.4,8.2,3.0,0,1,8
68.0,1.4,8.4,4.0,0,1,8
82.0,2.4,6.9,4.0,0,1,8
79.0,11.6,4.7,5.0,0,1,8
75.0,0.0,5.008160031689443,6.0,0,1,8
80.0,42.3,8.4,4.0,0,1,8
73.0,0.0,6.8,5.0,0,1,8
74.0,0.0,8.1,5.0,0,0,8
84.0,39.1,1.8,5.0,0,1,8
78.0,24.1,1.6,4.0,0,1,8
81.0,0.1,2.4,5.0,0,1,8
71.0,0.0,1.4,5.0,0,1,8
79.0,1.4,8.5,3.0,0,1,8
77.0,2.0,6.3,4.0,0,1,8
76.0,6.3,6.1,4.0,0,1,8
75.0,0.0,5.008160031689443,4.0,0,1,8
75.0,0.2,8.3,4.0,0,1,8
77.0,7.0,8.0,3.0,0,1,8
78.0,18.8,7.4,4.0,0,1,8
75.0,0.7,7.3,5.0,0,1,8
75.0,0.0,4.5,4.0,0,1,8
80.0,1.4,5.6,5.0,0,1,8
75.0,0.4,7.5,4.0,0,1,8
84.0,0.0,6.1,6.0,0,1,8
81.0,25.0,3.7,3.0,0,1,8
78.0,22.5,4.3,4.0,0,1,8
76.0,0.0,6.4,5.0,0,1,9
77.0,4.7,8.9,4.0,0,1,9
76.0,2.3,7.7,5.0,0,0,9
75.0,1.4,8.7,4.0,0,1,9
